occurs_at,headline_initial,sub_category_name
01 09 2017,"CONCOURS LÉPINE EUROPÉENStrasbourgBABYCOOL PARISParisGLASSMAN EUROPELyonINNOV-AGRI GRAND SUD-OUESTOndesPREMIUM SOURCINGParisINNOV-AGRIOutarvilleFOIRE D'AGENAgenFOIRE-EXPOSITION DE SAUMURSaumurFOIRE DE BÉRÉ - CHÂTEAUBRIANTChâteaubriantTRADEXPOParisWHO'S NEXTParisMAISON & OBJETParisMAISON & OBJET PROJETSParisMEUBLE PARISParisPARIS DESIGN WEEKParisFOIRE DE PAUPauFOIRE DE SAVOIEChambéryFOIRE INTERNATIONALE DE CLERMONT-COURNONClermont-FerrandMODE CITY RIVIERACannesBIKEXPOLyonSPORT ACHAT - NANTESNantesSPACERennesYACHTING FESTIVAL DE CANNESCannesBIENNALE DES ANTIQUAIRESParisOMYAGUEParisSALON DE LA CONCHYLICULTURE ET DES CULTURES MARINESVannesPOTATO EUROPEVillers-Saint-christopheSALONS CE NANCYNancyFOIRE DU MANSLe MansHAUTE FOIRE HABITAT ET GASTRONOMIE DE PONTARLIERPontarlierFOIRE-EXPOSITION DE VERDUNVerdunSALON MAISON - COGNAC SEPTCognacIMMOTISSIMO - METZMetzSALON DE L’HABITAT SAINT-NAZAIRESaint-NazaireSALON DE L'HABITAT DE SAINT-NAZAIRESaint-NazaireDESTINATION HABITAT - DOLEDoleFLORALIES DE BOURGBourg-en-BresseFOIRE INTERNATIONALE DE CAENCaenMCB BY BEAUTÉ SÉLECTIONParisHEXAGONE LYONLyonAPPARELSOURCING PARISParisTEXWORLDParisRAPID RESTOParisCONGRES INTERNATIONAL DE METROLOGIEParisE-COMMERCE - PARISParisENOVA PARISParisPREMIÈRE VISION PARISParisSALONS CE PARIS AUTOMNEParisTHE SOURCING CONNECTION - PREMIÈRE VISIONParisBIENNALE D'ART CONTEMPORAIN DE LYONLyon -- Salon international des inventionsSalon international des articles de puéricultureExposition internationale sur la fabrication du verreSalon de l'innovation en agriculture. INNOV-AGRI Grand Sud-ouest est devenu le rendez-vous du Sud-ouest avec près de 35 000 visiteurs sur la dernière éditionRencontres de l'objet publicitaire, du textile promotionnel et du cadeau d'affairesSalon de l'innovation en agriculture. INNOV-AGRI rassemble les meilleurs spécialistes de plus de 300 firmes et instituts privés et publics, pour des présentations dynamiques sur plus de 160 hectaresFoire d'AgenFoire-exposition de Saumur. Maison, jardin, autos-motos, gastronomie & vins, artisanat, produits malins, etc.Foire de Béré - ChâteaubriantLe salon des produits tendances à prix light. TRADEXPO regroupe: Le salon de la déco et de la personne, le salon du ludo-éducatif et du monde de l'enfant, le salon du brico-ménager et des loisirs extérieurs, le salon du déstockage et de la démarqueSalon international de prêt-à-porter. WHO'S NEXT est le rendez-vous incontournable pour tous les acteurs de la mode. Il présente tous les secteurs du marché: prêt-à-porter féminin, mode urbaine et homme, accessoire de mode, chaussure, maroquinerie...Salon international de la décoration, du cadeau et des arts de la table. Chaque année, Maison & Objet accueille de nouveaux créateurs de talentSalon des solutions pour l'architecture d'intérieurSalon international du meuble de Paris. Meuble contemporain, classique ou meuble de charme. MEUBLE PARIS présente une offre internationale sélective, structurée autour des nouveaux modes de vieSalon des professionnels français et internationaux du designFoire de PauFoire de SavoieFoire internationale de Clermont-CournonSalon international de la lingerie et du maillot de bainSalon international des professionnels du CycleSalon des professionnels du sport: matériel, chaussure, vêtement, accessoires, équipement du magasin et services. Sport-Achat réunit les plus grands acteurs du marché du sportSalon international des productions animalesSalon annuel de la grande plaisance internationaleSalon international des antiquaires de Paris. La Biennale des Antiquaires propose une large palette de spécialités présentées par des professionnels de renommée internationale dans le domaine des Antiquités, des Beaux-arts et de la JoaillerieSalon des marques, du cadeau d'affaires et de l'incentiveSalon de la conchyliculture et des cultures marines. Le rendez-vous d'ouverture de la saison et des professionnels de la conchylicultureSalon international et congrès consacrés à la pomme de terreSalon des comités d'entreprises et des collectivitésFoire du MansLa Haute Foire habitat et gastronomie de Pontarlier est devenue le plus grand rendez-vous du Haut DoubsFoire-Exposition de VerdunSalon de l'immobilier. Salon Immobilier - Cognac accueille les exposants spécialistes de la construction, de l’aménagement de maison et du financement issus du marché local, afin de conseiller les visiteursGrand rendez vous immobilier du Grand Est. IMMOTISSIMO METZ, offre au Grand Public sur plus de 3000 m² une grande diversité d'exposants et des conseils d’experts pour investir, acheter, louer, financer son bien immobilierSalon de l'habitat et de la décoration d'intérieur. Au Salon de l’habitat de Saint-Nazaire, les visiteurs pourront découvrir les nouveautés et tendances en termes de décoration, rénovation, construction, ainsi qu’en aménagement intérieur et extérieurSalon de l'habitat de Saint-NazaireSalon de l'habitat. Construction, Rénovation, Aménagement intérieur et décoration, Aménagement extérieurFloralies internationales de BourgFoire internationale de CaenSalon international de la coiffure et de la beauté. MCB by Beauté Sélection propose des réponses innovantes et les créations des plus grands noms de la coiffureSalon du Cadeau. HEXAGONE LYON est le salon des professionnels des cadeaux, souvenirs, décoration, articles régionaux, senteurs, bijouterie fantaisie, prêt-à-porter, fleuristerie, cadeaux gourmands et déco montagneSalon du prêt-à-porter féminin et masculinSalon mondial de l'industrie textileSalon professionnel de la Vente à Emporter, Snacking & Street FoodCongrès international de métrologieE-Commerce Paris est l'événement international dédié au cross-canal le plus important en Europe. Il attire tous les décisionnaires du marché du e-commerce et du commerce de détail3 jours d’échanges entre industriels et scientifiques autour de l’innovation technologique, en particulier dans les secteurs de l'électronique et de la mesureSalon international des textiles pour l'habillement: fils, tissus, cuirs, design, accessoires, fabricationSalon des comités d'entreprises et des collectivitésSalon spécialiste de la confection modeBiennale d'art contemporain de Lyon",Entreprises
01 09 2017,CONCOURS LÉPINE EUROPÉENStrasbourg -- Salon international des inventions,Entreprises
02 09 2017,BABYCOOL PARISParis -- Salon international des articles de puériculture,Entreprises
06 09 2017,GLASSMAN EUROPELyon -- Exposition internationale sur la fabrication du verre,Entreprises
06 09 2017,INNOV-AGRI GRAND SUD-OUESTOndes -- Salon de l'innovation en agriculture. INNOV-AGRI Grand Sud-ouest est devenu le rendez-vous du Sud-ouest avec près de 35 000 visiteurs sur la dernière édition,Entreprises
06 09 2017,"PREMIUM SOURCINGParis -- Rencontres de l'objet publicitaire, du textile promotionnel et du cadeau d'affaires",Entreprises
06 09 2017,"INNOV-AGRIOutarville -- Salon de l'innovation en agriculture. INNOV-AGRI rassemble les meilleurs spécialistes de plus de 300 firmes et instituts privés et publics, pour des présentations dynamiques sur plus de 160 hectares",Entreprises
06 09 2017,FOIRE D'AGENAgen -- Foire d'Agen,Entreprises
08 09 2017,"FOIRE-EXPOSITION DE SAUMURSaumur -- Foire-exposition de Saumur. Maison, jardin, autos-motos, gastronomie & vins, artisanat, produits malins, etc.",Entreprises
08 09 2017,FOIRE DE BÉRÉ - CHÂTEAUBRIANTChâteaubriant -- Foire de Béré - Châteaubriant,Entreprises
08 09 2017,"TRADEXPOParis -- Le salon des produits tendances à prix light. TRADEXPO regroupe: Le salon de la déco et de la personne, le salon du ludo-éducatif et du monde de l'enfant, le salon du brico-ménager et des loisirs extérieurs, le salon du déstockage et de la démarque",Entreprises
08 09 2017,"WHO'S NEXTParis -- Salon international de prêt-à-porter. WHO'S NEXT est le rendez-vous incontournable pour tous les acteurs de la mode. Il présente tous les secteurs du marché: prêt-à-porter féminin, mode urbaine et homme, accessoire de mode, chaussure, maroquinerie...",Entreprises
08 09 2017,"MAISON & OBJETParis -- Salon international de la décoration, du cadeau et des arts de la table. Chaque année, Maison & Objet accueille de nouveaux créateurs de talent",Entreprises
08 09 2017,MAISON & OBJET PROJETSParis -- Salon des solutions pour l'architecture d'intérieur,Entreprises
08 09 2017,"MEUBLE PARISParis -- Salon international du meuble de Paris. Meuble contemporain, classique ou meuble de charme. MEUBLE PARIS présente une offre internationale sélective, structurée autour des nouveaux modes de vie",Entreprises
09 09 2017,PARIS DESIGN WEEKParis -- Salon des professionnels français et internationaux du design,Entreprises
09 09 2017,FOIRE DE PAUPau -- Foire de Pau,Entreprises
09 09 2017,FOIRE DE SAVOIEChambéry -- Foire de Savoie,Entreprises
09 09 2017,FOIRE INTERNATIONALE DE CLERMONT-COURNONClermont-Ferrand -- Foire internationale de Clermont-Cournon,Entreprises
10 09 2017,MODE CITY RIVIERACannes -- Salon international de la lingerie et du maillot de bain,Entreprises
11 09 2017,BIKEXPOLyon -- Salon international des professionnels du Cycle,Entreprises
11 09 2017,"SPORT ACHAT - NANTESNantes -- Salon des professionnels du sport: matériel, chaussure, vêtement, accessoires, équipement du magasin et services. Sport-Achat réunit les plus grands acteurs du marché du sport",Entreprises
12 09 2017,SPACERennes -- Salon international des productions animales,Entreprises
12 09 2017,YACHTING FESTIVAL DE CANNESCannes -- Salon annuel de la grande plaisance internationale,Entreprises
12 09 2017,"BIENNALE DES ANTIQUAIRESParis -- Salon international des antiquaires de Paris. La Biennale des Antiquaires propose une large palette de spécialités présentées par des professionnels de renommée internationale dans le domaine des Antiquités, des Beaux-arts et de la Joaillerie",Entreprises
13 09 2017,"OMYAGUEParis -- Salon des marques, du cadeau d'affaires et de l'incentive",Entreprises
13 09 2017,SALON DE LA CONCHYLICULTURE ET DES CULTURES MARINESVannes -- Salon de la conchyliculture et des cultures marines. Le rendez-vous d'ouverture de la saison et des professionnels de la conchyliculture,Entreprises
13 09 2017,POTATO EUROPEVillers-Saint-christophe -- Salon international et congrès consacrés à la pomme de terre,Entreprises
14 09 2017,SALONS CE NANCYNancy -- Salon des comités d'entreprises et des collectivités,Entreprises
14 09 2017,FOIRE DU MANSLe Mans -- Foire du Mans,Entreprises
14 09 2017,HAUTE FOIRE HABITAT ET GASTRONOMIE DE PONTARLIERPontarlier -- La Haute Foire habitat et gastronomie de Pontarlier est devenue le plus grand rendez-vous du Haut Doubs,Entreprises
14 09 2017,FOIRE-EXPOSITION DE VERDUNVerdun -- Foire-Exposition de Verdun,Entreprises
15 09 2017,"SALON MAISON - COGNAC SEPTCognac -- Salon de l'immobilier. Salon Immobilier - Cognac accueille les exposants spécialistes de la construction, de l’aménagement de maison et du financement issus du marché local, afin de conseiller les visiteurs",Entreprises
15 09 2017,"IMMOTISSIMO - METZMetz -- Grand rendez vous immobilier du Grand Est. IMMOTISSIMO METZ, offre au Grand Public sur plus de 3000 m² une grande diversité d'exposants et des conseils d’experts pour investir, acheter, louer, financer son bien immobilier",Entreprises
15 09 2017,"SALON DE L’HABITAT SAINT-NAZAIRESaint-Nazaire -- Salon de l'habitat et de la décoration d'intérieur. Au Salon de l’habitat de Saint-Nazaire, les visiteurs pourront découvrir les nouveautés et tendances en termes de décoration, rénovation, construction, ainsi qu’en aménagement intérieur et extérieur",Entreprises
15 09 2017,SALON DE L'HABITAT DE SAINT-NAZAIRESaint-Nazaire -- Salon de l'habitat de Saint-Nazaire,Entreprises
15 09 2017,"DESTINATION HABITAT - DOLEDole -- Salon de l'habitat. Construction, Rénovation, Aménagement intérieur et décoration, Aménagement extérieur",Entreprises
15 09 2017,FLORALIES DE BOURGBourg-en-Bresse -- Floralies internationales de Bourg,Entreprises
15 09 2017,FOIRE INTERNATIONALE DE CAENCaen -- Foire internationale de Caen,Entreprises
16 09 2017,MCB BY BEAUTÉ SÉLECTIONParis -- Salon international de la coiffure et de la beauté. MCB by Beauté Sélection propose des réponses innovantes et les créations des plus grands noms de la coiffure,Entreprises
17 09 2017,"HEXAGONE LYONLyon -- Salon du Cadeau. HEXAGONE LYON est le salon des professionnels des cadeaux, souvenirs, décoration, articles régionaux, senteurs, bijouterie fantaisie, prêt-à-porter, fleuristerie, cadeaux gourmands et déco montagne",Entreprises
18 09 2017,APPARELSOURCING PARISParis -- Salon du prêt-à-porter féminin et masculin,Entreprises
18 09 2017,TEXWORLDParis -- Salon mondial de l'industrie textile,Entreprises
19 09 2017,"RAPID RESTOParis -- Salon professionnel de la Vente à Emporter, Snacking & Street Food",Entreprises
19 09 2017,CONGRES INTERNATIONAL DE METROLOGIEParis -- Congrès international de métrologie,Entreprises
19 09 2017,E-COMMERCE - PARISParis -- E-Commerce Paris est l'événement international dédié au cross-canal le plus important en Europe. Il attire tous les décisionnaires du marché du e-commerce et du commerce de détail,Entreprises
19 09 2017,"ENOVA PARISParis -- 3 jours d’échanges entre industriels et scientifiques autour de l’innovation technologique, en particulier dans les secteurs de l'électronique et de la mesure",Entreprises
19 09 2017,"PREMIÈRE VISION PARISParis -- Salon international des textiles pour l'habillement: fils, tissus, cuirs, design, accessoires, fabrication",Entreprises
19 09 2017,SALONS CE PARIS AUTOMNEParis -- Salon des comités d'entreprises et des collectivités,Entreprises
19 09 2017,THE SOURCING CONNECTION - PREMIÈRE VISIONParis -- Salon spécialiste de la confection mode,Entreprises
20 09 2017,BIENNALE D'ART CONTEMPORAIN DE LYONLyon -- Biennale d'art contemporain de Lyon,Entreprises
21 09 2017,"ARCHITECT @ WORK - PARISParisRÉUNIR INTERNATIONALParisCREATIVA ROUENRouenPROJET MAISONAngersANTIQUITES & ART CONTEMPORAINTroyesSALON HABITAT & DÉCORATIONTroyesFOIRE INTERNATIONALE DE MARSEILLEMarseilleFOIRE INTERNATIONALE DE SAINT-ÉTIENNESaint-ÉtienneSALON DU MARIAGE DE BÉZIERSBéziersSALON DE L'HABITAT DE CALAISCalaisSALON DU VINTAGE - LILLELilleSALON AUTO MOTO RÉTRORouenGOURMET FOOD & WINE SELECTIONParisGOURMET SELECTIONParisECASIAMontpellierLE SALON DES MICRO-ENTREPRISESParisFRANCE CE ANTIBESAntibesMAP PRO - LE MONDE À PARISParisAPS - ALARMES PROTECTION SECURITEParisLES SALONS SOLUTIONS CRM + BIParisLES SALONS SOLUTIONS E-ACHATSParisLES SALONS SOLUTIONS ERP ASPParisLES SALONS SOLUTIONS LES RENCONTRES DU MANAGEMENT DE PROJETParisLES SALONS SOLUTIONS MVI CRMParisLES SALONS SOLUTIONS SERVEURS ET APPLICATIONSParisVISCOM PARISParisIFTM - TOP RESAParisSALONS CE NANTESNantesJIB - JOURNEES INTERNATIONALES DE BIOLOGIEBordeauxGRAND PAVOIS DE LA ROCHELLELa RochellePATRIMONIALyonSALONS CE MONTPELLIERMontpellierAUTONOMIC GRAND OUESTRennesSALON DE L'AUTOMOBILE DE LYONLyonSALON ZENParisFOIREXPO DU MORBIHANVannesEQUID'ESPACESLa Roche-sur-ForonFOIRE INTERNATIONALE DE METZMetzVENDÔME LUXURYParisSALON DES VEHICULES DE LOISIRSParisFOIRE DU DAUPHINÉ - ROMANSRomans-sur-IsèreSECUR' FOODAvignonSALON DES VINS DE FRANCE - BESANÇONBesançonSALON DES VINS DES VIGNERONS INDÉPENDANTS - BLOTZHEIMBlotzheimCREATIVA BRESTBrestSALONS CE CAENCaenMAISON & DECORATION - COLMARColmarSALON DES ANTIQUAIRES COLMARColmarLE SALON BABY LILLELilleSALON DES MÉTIERS DU NUMÉRIQUE DE LILLELille -- Salon de l'architecture et de l'architecture d'intérieur. ARCHITECT@WORK est un évènement exclusif présentant des innovations pour les architectes et architectes d'intérieur, bureaux d'études, ingénieurs, designers et maîtres d'ouvrageRencontre du tourisme d'affaires et de l'événement à l'internationalSalon européen des loisirs créatifsLe salon Projet Maison est un rassemblement exhaustif de l'offre en termes de construction, rénovation, aménagement intérieur et extérieurSalon des antiquités et de l'art contemporainHome Construction and Home Design ShowFoire internationale de MarseilleFoire internationale de Saint-ÉtienneSalon du mariageSalon de la construction et de la décorationSalon des objets et vêtements ""Vintage"". Le Salon du Vintage est un espace shopping dédiés aux vêtements, accessoires, vinyles et petits mobiliers des années 50 à 90Salon de l'automobile et de la moto rétro. Au Salon Auto Moto Rétro, les visiteurs pourront chiner à la bourse d’échange, acheter des accessoires automobiles et motos, mais aussi observer les plus beaux spécimens anciens et de collection exposésSalon de la gastronomie et des vinsSalon professionnel des produits gourmets, vins et plaisirs d’offrirConférence européenne sur l'analyse des surfaces et interfacesSalon des micro-entreprisesSalon des comités d'entreprises et des collectivitésSalon international des professionnels du tourisme de groupe et des réceptifsSalon professionnel de la sécurité. APS est salon professionnel dédié à la mise en relation des acteurs (offreurs, prescripteurs, acheteurs et utilisateurs), impliqués dans la mise en œuvre de solutions contre les actes de malveillanceSalon de la Gestion de la Relation Client, de la Gestion des Forces de Vente, du Décisionnel et Business IntelligenceSalon des nouvelles solutions Achat pour les grandes entreprises et les PME-PMILe Salon des progiciels de gestion intégrés pour les grandes entreprises et les PME-PMI(fournisseurs de services applicatifs) pour PME-PMI & TPE en ligneRencontres du management de projetsSalon des nouvelles solutions pour la relation ClientSalon des solutions et applications sur systèmes IBM, iSeries et AS/400Salon professionnel des techniques de publicité visuelle. Viscom Paris réunit en un seul lieu toutes les solutions et les innovations en impression numérique grand format, enseigne, signalétique, communication sur textile ou sur écranSalon français des professionnels du tourisme et des voyages. IFTM Top Resa se réinvente à chaque édition pour rester un salon référent dans l’industrie du tourisme, innovant et au plus près du marché avec les nouveautés et les tendances à venirSalon des comités d'entreprises et des collectivitésJournées internationales de biologie. Congrès et Exposition. Pour les biologistes libéraux et hospitaliers, internes, étudiants, chercheurs, techniciens et secrétaires de laboratoires...Salon nautique international à flotSalon de la gestion de patrimoine à LyonSalon des comités d'entreprises et des collectivitésSalon au service des personnes handicapées et des personnes âgées dépendantesSalon de l'automobile de Lyon. Pendant 5 jours, retrouvez les plus grandes marques automobiles sur près de 30 000 m² et profitez des nombreuses animations pour vivre pleinement l’expérience automobileSalon du développement personnel du bien-être, des thérapies du corps et de l'espritFoire du MorbihanSalon du cheval. Equid'Espaces est devenu un rendez-vous incontournable de la rentrée dans le calendrier des salons équestres françaisFoire internationale de MetzSalon du prêt-à-porter féminin de luxeCaravanes et véhicules de loisirsFoire du Dauphiné - RomansConvention d'affaires de la sécurité alimentaire & la traçabilitéSalon des vins de Besançon. Les Salon des Vins de France accueille chaque année de nombreux vignerons et artisans des métiers de bouche réunis pour partager leur passion et présenter le meilleur de leur productionSalon des vins des vignerons indépendants. Aux salons des vins des Vignerons Indépendants, vous rencontrerez les vignerons eux-mêmes qui chacun avec ses mots vous racontera son histoire, son vin, son métierSalon européen des loisirs créatifsSalon des comités d'entreprises et des collectivitésSalon de la maison et de la décorationSalon des antiquairesSalon des futurs parents, des bébés et des jeunes enfants. Le Salon Baby expose ameublement & décoration, listes de naissances & cadeaux, nutrition infantile & familiale, santé, soin, hygiène, beauté et bien être, jeux d'éveil & jouets et bien d'autresSalon dédié à la formation aux métiers du numérique. Le Salon des métiers du numérique de Lille est divisé en quatre pôles, Design, E-commerce, Programmation et Communication digitale",Entreprises
21 09 2017,"ARCHITECT @ WORK - PARISParis -- Salon de l'architecture et de l'architecture d'intérieur. ARCHITECT@WORK est un évènement exclusif présentant des innovations pour les architectes et architectes d'intérieur, bureaux d'études, ingénieurs, designers et maîtres d'ouvrage",Entreprises
21 09 2017,RÉUNIR INTERNATIONALParis -- Rencontre du tourisme d'affaires et de l'événement à l'international,Entreprises
21 09 2017,CREATIVA ROUENRouen -- Salon européen des loisirs créatifs,Entreprises
22 09 2017,"PROJET MAISONAngers -- Le salon Projet Maison est un rassemblement exhaustif de l'offre en termes de construction, rénovation, aménagement intérieur et extérieur",Entreprises
22 09 2017,ANTIQUITES & ART CONTEMPORAINTroyes -- Salon des antiquités et de l'art contemporain,Entreprises
22 09 2017,SALON HABITAT & DÉCORATIONTroyes -- Home Construction and Home Design Show,Entreprises
22 09 2017,FOIRE INTERNATIONALE DE MARSEILLEMarseille -- Foire internationale de Marseille,Entreprises
22 09 2017,FOIRE INTERNATIONALE DE SAINT-ÉTIENNESaint-Étienne -- Foire internationale de Saint-Étienne,Entreprises
23 09 2017,SALON DU MARIAGE DE BÉZIERSBéziers -- Salon du mariage,Entreprises
23 09 2017,SALON DE L'HABITAT DE CALAISCalais -- Salon de la construction et de la décoration,Entreprises
23 09 2017,"SALON DU VINTAGE - LILLELille -- Salon des objets et vêtements ""Vintage"". Le Salon du Vintage est un espace shopping dédiés aux vêtements, accessoires, vinyles et petits mobiliers des années 50 à 90",Entreprises
23 09 2017,"SALON AUTO MOTO RÉTRORouen -- Salon de l'automobile et de la moto rétro. Au Salon Auto Moto Rétro, les visiteurs pourront chiner à la bourse d’échange, acheter des accessoires automobiles et motos, mais aussi observer les plus beaux spécimens anciens et de collection exposés",Entreprises
24 09 2017,GOURMET FOOD & WINE SELECTIONParis -- Salon de la gastronomie et des vins,Entreprises
24 09 2017,"GOURMET SELECTIONParis -- Salon professionnel des produits gourmets, vins et plaisirs d’offrir",Entreprises
24 09 2017,ECASIAMontpellier -- Conférence européenne sur l'analyse des surfaces et interfaces,Entreprises
25 09 2017,LE SALON DES MICRO-ENTREPRISESParis -- Salon des micro-entreprises,Entreprises
26 09 2017,FRANCE CE ANTIBESAntibes -- Salon des comités d'entreprises et des collectivités,Entreprises
26 09 2017,MAP PRO - LE MONDE À PARISParis -- Salon international des professionnels du tourisme de groupe et des réceptifs,Entreprises
26 09 2017,"APS - ALARMES PROTECTION SECURITEParis -- Salon professionnel de la sécurité. APS est salon professionnel dédié à la mise en relation des acteurs (offreurs, prescripteurs, acheteurs et utilisateurs), impliqués dans la mise en œuvre de solutions contre les actes de malveillance",Entreprises
26 09 2017,"LES SALONS SOLUTIONS CRM + BIParis -- Salon de la Gestion de la Relation Client, de la Gestion des Forces de Vente, du Décisionnel et Business Intelligence",Entreprises
26 09 2017,LES SALONS SOLUTIONS E-ACHATSParis -- Salon des nouvelles solutions Achat pour les grandes entreprises et les PME-PMI,Entreprises
26 09 2017,LES SALONS SOLUTIONS ERP ASPParis -- Le Salon des progiciels de gestion intégrés pour les grandes entreprises et les PME-PMI(fournisseurs de services applicatifs) pour PME-PMI & TPE en ligne,Entreprises
26 09 2017,LES SALONS SOLUTIONS LES RENCONTRES DU MANAGEMENT DE PROJETParis -- Rencontres du management de projets,Entreprises
26 09 2017,LES SALONS SOLUTIONS MVI CRMParis -- Salon des nouvelles solutions pour la relation Client,Entreprises
26 09 2017,"LES SALONS SOLUTIONS SERVEURS ET APPLICATIONSParis -- Salon des solutions et applications sur systèmes IBM, iSeries et AS/400",Entreprises
26 09 2017,"VISCOM PARISParis -- Salon professionnel des techniques de publicité visuelle. Viscom Paris réunit en un seul lieu toutes les solutions et les innovations en impression numérique grand format, enseigne, signalétique, communication sur textile ou sur écran",Entreprises
26 09 2017,"IFTM - TOP RESAParis -- Salon français des professionnels du tourisme et des voyages. IFTM Top Resa se réinvente à chaque édition pour rester un salon référent dans l’industrie du tourisme, innovant et au plus près du marché avec les nouveautés et les tendances à venir",Entreprises
27 09 2017,SALONS CE NANTESNantes -- Salon des comités d'entreprises et des collectivités,Entreprises
27 09 2017,"JIB - JOURNEES INTERNATIONALES DE BIOLOGIEBordeaux -- Journées internationales de biologie. Congrès et Exposition. Pour les biologistes libéraux et hospitaliers, internes, étudiants, chercheurs, techniciens et secrétaires de laboratoires...",Entreprises
27 09 2017,GRAND PAVOIS DE LA ROCHELLELa Rochelle -- Salon nautique international à flot,Entreprises
28 09 2017,PATRIMONIALyon -- Salon de la gestion de patrimoine à Lyon,Entreprises
28 09 2017,SALONS CE MONTPELLIERMontpellier -- Salon des comités d'entreprises et des collectivités,Entreprises
28 09 2017,AUTONOMIC GRAND OUESTRennes -- Salon au service des personnes handicapées et des personnes âgées dépendantes,Entreprises
28 09 2017,"SALON DE L'AUTOMOBILE DE LYONLyon -- Salon de l'automobile de Lyon. Pendant 5 jours, retrouvez les plus grandes marques automobiles sur près de 30 000 m² et profitez des nombreuses animations pour vivre pleinement l’expérience automobile",Entreprises
28 09 2017,"SALON ZENParis -- Salon du développement personnel du bien-être, des thérapies du corps et de l'esprit",Entreprises
28 09 2017,FOIREXPO DU MORBIHANVannes -- Foire du Morbihan,Entreprises
29 09 2017,EQUID'ESPACESLa Roche-sur-Foron -- Salon du cheval. Equid'Espaces est devenu un rendez-vous incontournable de la rentrée dans le calendrier des salons équestres français,Entreprises
29 09 2017,FOIRE INTERNATIONALE DE METZMetz -- Foire internationale de Metz,Entreprises
30 09 2017,VENDÔME LUXURYParis -- Salon du prêt-à-porter féminin de luxe,Entreprises
30 09 2017,SALON DES VEHICULES DE LOISIRSParis -- Caravanes et véhicules de loisirs,Entreprises
30 09 2017,FOIRE DU DAUPHINÉ - ROMANSRomans-sur-Isère -- Foire du Dauphiné - Romans,Entreprises
01 10 2017,TFWA WORLD EXHIBITION & CONFERENCECannes -- Rendez-vous international pour l'industrie du duty free,Entreprises
03 10 2017,SALONS CE ROUENRouen -- Salon des comités d'entreprises et des collectivités,Entreprises
03 10 2017,"SALON ATLANTICALa Rochelle -- Salon professionnel dédié aux équipements et aux services de l'hôtellerie de plein air, des structures de loisirs, des parcs résidentiels et de de loisirs",Entreprises
03 10 2017,MIDESTParis -- Salon mondial de la sous-traitance Industrielle,Entreprises
04 10 2017,SALON DES NOUVELLES TECHNOLOGIES & ENTREPRENEURSStrasbourg -- Salon professionnel des nouvelles technologies et des entrepreneurs,Entreprises
04 10 2017,SALON I-NOVIAStrasbourg -- Salon des Nouvelles Technologies & Entrepreneurs. Le salon I-Novia est une plateforme de business instantané et un carrefour d'échanges réunissant décideurs et leaders en Technologies des Communications et Prestations de services à l'entreprise,Entreprises
04 10 2017,"SOMMET DE L'ÉLEVAGEClermont-Ferrand -- Salon spécialisé dans les productions animales. Installé au centre de la France, berceau mondial des plus grandes races à viande bovines, le SOMMET DE L'ÉLEVAGE est une vitrine exceptionnelle de l’élevage français",Entreprises
05 10 2017,SALONS CE STRASBOURGStrasbourg -- Salon des comités d'entreprises et des collectivités,Entreprises
05 10 2017,"SENIORÊVA NORD PAS-DE-CALAISLille -- Salon dédiés aux seniors. SenioRêva, « le Salon de la Retraite Active », est le rendez-vous incontournable et régional de l’automne, dédié 100 % aux seniors actifs",Entreprises
05 10 2017,"SALON SOLUTIONS MAISONBiarritz -- Salon de l'habitat - immobilier, décoration, maison bois",Entreprises
05 10 2017,"ID CREATIVES - LYONLyon -- Salon des loisirs créatifs. Participer à ID CREATIVES, c'est la garantie de rencontrer un public de connaisseurs venant se fournir en matériel et se ressourcer en idées créatives",Entreprises
05 10 2017,VERSION SCRAP - LYONLyon -- Le seul salon français consacré au phénomène du scrap et de ses dérivés,Entreprises
05 10 2017,TENDANCES CRÉATIVES - TOULOUSEToulouse -- Salon des loisirs créatifs,Entreprises
05 10 2017,FOLIE'FLOREMulhouse -- Spectacle floral et salon des fruits et légumes,Entreprises
05 10 2017,"JOURNÉES D'OCTOBREMulhouse -- Salon de la gastronomie, des professionnels des métiers de bouche, des fruits et légumes",Entreprises
06 10 2017,"RÉÉDUCA - LYONParis -- Salon professionnel du matériel de kinésithérapie, de la rééducation et de la remise en forme",Entreprises
06 10 2017,"RÉÉDUCA - PARISParis -- Salon spécialisé dans le matériel et les services de rééducation et de masso-kinésithérapie à Paris. RÉÉDUCA - PARIS exposera les dernières innovations en matériel de kinésithérapie, rééducation et remise en forme",Entreprises
06 10 2017,SALON DE L'HABITAT DE ROCHEFORTRochefort -- Salon de l'habitat de Rochefort,Entreprises
06 10 2017,ART UP! - ROUENRouen -- Foire européenne d'art contemporain,Entreprises
06 10 2017,"SALON MAISON DÉCORouen -- Salon de la décoration et de l'habitat. Le salon Maison Déco s'articule autour des thèmes de l'habitat, de la décoration, de l'immobilier, des maison en bois, de la nature et du jardin ainsi que des métiers d’art",Entreprises
06 10 2017,"VIVING BRESTBrest -- Salon de l'habitat de Brest. Construction, rénovation, promotion, financement, ouverture & fermeture, isolation, production d’énergie, chauffage & climatisation, décoration & ameublement, cuisine & bain, art ménager, extérieurs, bricolage",Entreprises
