occurs_at;headline;headline_initial;sub_category_id;Rating;source;valid;description;sub_category_name;month;source_url
08/04/2017;Salon VeggieWorld dédié au mode de vie végétalien à Paris;;11;3;;;;Consommation;4;
08/04/2017;32ème journée du championnat de France (Angers-Monaco);;35;3;;;;Football;4;
08/04/2017;Festival de l'oiseau et de la nature à Abbeville;;23;3;;;;Environnement;4;http://www.france-voyage.com/evenements/
09/04/2017;Marathon de Paris;9 avril, Marathon de Paris;31;3;Le Parisien;;;Athlétisme;4;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
09/04/2017;Course Paris-Roubaix;9 avril, Paris-Roubaix;34;3;Le Parisien;;;Cyclisme;4;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
09/04/2017;Commémoration du centenaire de la bataille de Vimy, Nord-Pas-de-Calais.;09 ▸ Commémoration du centenaire de la bataille de Vimy, Nord-Pas-de-Calais;24;3;Atout France;;;Histoire;4;PDF
09/04/2017;Dimanche des Rameaux (fête chrétienne);;46;5;Kaendrier.com;;;Jours spéciaux;4;https://www.kalendrier.com/fetes-chretiennes.html
09/04/2017;32ème journée du championnat de France (PSG-Guingamp);;35;3;;;;Football;4;
09/04/2017;Grand Prix de Chine de F1;;32;4;;;;Auto-moto;4;
09/04/2017;MTV Movies Awards ;;2;3;;;;Cinéma;4;
10/04/2017;Tournois masculins de Houston (ATP 250) et Marrakech (ATP 250), tournois féminins de Bienne et Bogota;Tournoi masculin de  F. Sarofim & Co. US Men's Clay Court Championship, Houston - ATP 250;39;3;Wikipedia;;;Tennis;4;Tournoi de F. Sarofim & Co. US Men's Clay Court Championship, Houston sur Terre (ext.)d'une dotation de 535 625 $
11/04/2017;Fête juive de Pessa'h;;46;3;Kaendrier.com;;;Jours spéciaux;4;https://www.kalendrier.com/fetes-juives.html
11/04/2017;Quarts de finale aller de la Champions' League: Dortmund-Monaco et Juventus Turin-Barcelone;;35;5;;;;Football;4;
11/04/2017;Sortie du jeu Yooka-Laylee sur Nintendo Switch, PlayStation 4, Xbox One, PC, Mac et Linux;;46;3;;;;Jours spéciaux;4;
11/04/2017;Journée mondiale de la maladie de Parkinson;;29;4;;;;Santé;4;
11/04/2017;40e anniversaire de la mort de Jacques Prévert;;6;3;;;;Littérature;4;
11/04/2017;Mondial du Vent - Coupe du monde de kitesurf;;38;3;;;;Sports;4;
11/04/2017;Festival international du film de Hong Kong;;2;3;;;;Cinéma;4;
11/04/2017;30e anniversaire de la mort de Primo Levi (1987);;6;2;;;;Littérature;4;
12/04/2017;Quarts de finale aller de la Champions' League: Atletico Madrid-Leicester et Bayern Munich-Real Madrid;;35;5;;;;Football;4;
12/04/2017;Journée internationale du vol spatial habité;Journée internationale du vol spatial habité (A/RES/65/271);18;3;ONU;;;Sciences;4;
12/04/2017;Championnats du monde de cyclisme sur piste à Hongkong;12 au 16 avril, Mondiaux sur piste à Hongkong (Chn);34;3;Le Parisien;;;Cyclisme;4;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
12/04/2017;Exposition France-Allemagne 1870-1871 au Musée de l'Armée à Paris;;24;3;;;;Histoire;4;
12/04/2017;Sortie de 'Fast and Furious 8';;2;3;;;;Cinéma;4;
12/04/2017;25e anniversaire du Parc Disneyland Paris;;19;3;;;;Tourisme;4;
12/04/2017;Candy Crush Saga fête ses 5 ans;;5;3;;;;Jeux-vidéos;4;
13/04/2017;Jugement de 'l'homme à la pelle et en slip' pour violences contre la LPO;Le 13/04 - Jugement de 'l'homme à la pelle et en slip' pour violences contre la LPO - Tribunal correctionnel - Dax;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
13/04/2017;Festival Séries Mania;;17;3;;;;Médias;4;
14/04/2017;33ème journée du championnat de France (Angers-PSG);;35;3;;;;Football;4;
14/04/2017;Exposition 'Trésors de l'Islam en Afrique' à l'Institut du Monde Arabe à Paris;;24;3;;;;Histoire;4;
14/04/2017;90e anniversaire de la marque Volvo;;20;3;;;;Transport;4;
14/04/2017;Salon automobile de New York ;;20;3;;;;Transport;4;
14/04/2017;Festival de musique et d'arts de la vallée de Coachella;;7;3;;;;Musique;4;
14/04/2017;1er anniversaire de la mort de Laurence Chirac;;28;3;;;;Politique;4;
14/04/2017;100e anniversaire de la mort de Ludwik Zamenhof, inventeur de l'Esperanto (1859-1917);;24;3;;;;Histoire;4;
15/04/2017;Début des vacances de printemps - Zone A;;44;5;Kalendrier.com;;;Vacances;4;https://www.kalendrier.com/vacances-scolaires/2017-2018.html
15/04/2017;33ème journée du championnat de France (Monaco-Dijon);;35;3;;;;Football;4;
15/04/2017;Grand Prix d'Espagne de F1;;32;3;;;;Auto-moto;4;
15/04/2017;Marathon de Bordeaux;;31;3;;;;Athlétisme;4;http://www.france-voyage.com/evenements/
15/04/2017;Foire internationale de l'Isle sur La Sorgue (antiquités et brocantes);;1;3;;;;Beaux-arts;4;http://www.france-voyage.com/evenements/
15/04/2017;Festival de cerfs-volants et du vent à Chatelaillon;;38;3;;;;Sports;4;http://www.france-voyage.com/evenements/
15/04/2017;40e édition des 24 Heures du Mans Motos;;32;3;;;;Auto-moto;4;
15/04/2017;30e anniversaire de la privatisation de TF1 (vente au groupe Bouygues);;17;3;;;;Médias;4;
16/04/2017;33ème journée du championnat de France (Marseille-Saint-Etienne);;35;3;;;;Football;4;
16/04/2017;Course de l'Amstel Gold Race;16 avril, Amstel Gold Race;34;3;Le Parisien;;;Cyclisme;4;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
16/04/2017;Fête nationale du Danemark (anniversaire de la Reine Margrethe II);Anniversaire de la Reine Margrethe II.;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-57
16/04/2017;Lundi de Pâques;;41;5;Kalendrier.com;;;Jours fériés;4;https://www.kalendrier.com/jours-feries/2017.html
16/04/2017;Tournoi masculin de  Monte-Carlo (Masters 1000), tournoi féminin de Zhengzhou;Tournoi masculin de  Monte-Carlo Rolex Masters, Monte-Carlo - Masters 1000;39;5;Wikipedia;;;Tennis;4;Tournoi de Monte-Carlo Rolex Masters, Monte-Carlo sur Terre (ext.)d'une dotation de 4 273 775 €
16/04/2017;Grand Prix du Bahreïn de F1;;32;3;;;;Auto-moto;4;
16/04/2017;Référendum constitutionnel en Turquie;16 04 2017,Constitutional Referendum 2017 of Turkey,Elections;22;3;Electionsguide;;;Elections;4;
16/04/2017;40e anniversaire de l'Apple II;;14;3;;;;High-tech;;
17/04/2017;Fête nationale de la Syrie;;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-193
17/04/2017;121e Marathon de Boston;;31;3;;;;Athlétisme;;
17/04/2017;Daffy Duck fête ses 80 ans;;6;3;;;;Littérature;;
18/04/2017;Procès de la filière 'Cannes-Torcy' ;Du 18/04 au 07/07 - Procès de la filière 'Cannes-Torcy' - Cour d'assises spécialement composée - Paris;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
18/04/2017;Procès de la fraude à la taxe carbone du réseau 'Mimran';Du 18/04 au 17/05 - Procès de la fraude à la taxe carbone du réseau 'Mimran' - Cour d'appel - Paris;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
18/04/2017;Fête nationale du Zimbabwe (anniversaire de l'indépendance);Anniversaire de l'indépendance.;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-216
18/04/2017;Fin des vacances de printemps- Zone C;;44;5;Kalendrier.com;;;Vacances;4;https://www.kalendrier.com/vacances-scolaires/2017-2018.html
18/04/2017;Festival du Printemps de Bourges;18-23 ▸ 41ème édition du Festival Le Printemps de Bourges;7;3;Atout France;;;Musique;4;PDF
18/04/2017;Salon des professionnels du marketing digital à Paris;;14;3;;;;High-tech;4;
18/04/2017;Quarts de finale retour de la Champions' League: Leicester-Atletico Madrid et Real Madrid-Bayern Munich;;46;5;;;;Jours spéciaux;4;
19/04/2017;Quarts de finale retour de la Champions' League: Monaco-Dortmund et Barcelone-Juventus Turin;;35;5;;;;Football;4;
19/04/2017;Course de la Flèche Wallonne;;34;5;;;;Cyclisme;4;
19/04/2017;Procès de Thomas Thévenoud pour fraude fiscale ;Le 19/04 - Procès de Thomas Thévenoud pour fraude fiscale - Tribunal correctionnel - Paris;26;5;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
19/04/2017;Concert d'Aretha Franklin pour l'ouverture du festival de Tribeca;;7;3;;;;Musique;;
19/04/2017;50e anniversaire de la mort du chancelier Konrad Adenauer;;28;3;;;;Politique;;
20/04/2017;Journée de la langue chinoise;Journée de la langue chinoise (2017);21;3;ONU;;;Diversité;4;
20/04/2017;Dernier débat sur France2 entre les 11 candidats à la Présidence de la République ;;28;5;NTC;;;Politique;4;
20/04/2017;Début des championnats d’Europe de judo à Varsovie (Pol);20 au 23 avril, Championnats d’Europe à Varsovie (Pol);38;3;Le Parisien;;;Sports;4;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
20/04/2017;Printemps des études au Palais Brongniart - rassemblement des professionnels de l'étude de marché et des sondages;;12;3;;;;Entreprises;4;
20/04/2017;Festival Clap Your Hands à Paris;;7;3;;;;Musique;4;
20/04/2017;Festival international des Jardins à Chaumont sur-Loire;;1;3;;;;Beaux-arts;4;http://www.france-voyage.com/evenements/
20/04/2017;Sortie du jeu Syberia3 sur Nintendo Switch, Android, iPhone, Xbox One, PlayStation 4 et PC;;5;3;;;;Jeux-vidéos;4;
20/04/2017;Salon Sugar Paris (pâtisserie traditionnelle et décorative) à Paris;;3;3;;;;Gastronomie;;
20/04/2017;Top Marques Monaco 2017;;12;3;;;;Entreprises;;
20/04/2017;Championnats de e-sport 'Major';;5;3;;;;Jeux-vidéos;;
21/04/2017;Procès d'un homme pour des tags antisémites sur une école de Montreuil;Le 21/04 - Procès d'un homme pour des tags antisémites sur une école de Montreuil - Tribunal correctionnel - Bobigny;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
21/04/2017;1er anniversaire de la mort de Prince;;7;3;;;;Musique;;
21/04/2017;Artexpo New York 2017;;1;3;;;;Beaux-arts;;
21/04/2017;91e anniversaire de la reine Elizabeth II;;25;3;;;;International;;
21/04/2017;50e anniversaire du coup d'Etat militaire des colonels en Grèce;;25;3;;;;International;;
22/04/2017;Journée internationale de la Terre nourricière;Journée internationale de la Terre nourricière (A/RES/63/278);23;3;ONU;;;Environnement;4;
22/04/2017;Pic d'activité de la pluie d'étoiles filantes des Lyrides;;18;3;Futura Sciences;;;Sciences;4;http://www.futura-sciences.com/sciences/actualites/astronomie-10-evenements-astronomiques-vont-marquer-2017-65785/
22/04/2017;Demi-finales de la Coupe d'Europe;;37;3;;;;Rugby;4;
22/04/2017;34ème journée du championnat de France ;;35;3;;;;Football;4;
22/04/2017;Salon de l'érotisme Eropolis à Dunkerque;;11;3;;;;Consommation;;
22/04/2017;Record Store Day célébrant les vendeurs de musique indépendants;;7;3;;;;Musique;;
23/04/2017;Journée mondiale du livre et du droit d'auteur;Journée mondiale du livre et du droit d'auteur (UNESCO 28 C/Résolution 3.18);6;3;ONU;;;Littérature;4;
23/04/2017;Journée de la langue anglaise et de la langue espagnole;Journée de la langue anglaise;21;3;ONU;;;Diversité;4;
23/04/2017;Course Liège-Bastogne-Liège;23 avril, Liège-Bastogne-Liège;34;3;Le Parisien;;;Cyclisme;4;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
23/04/2017;Elections présidentielles en France - premier tour;23 04 2017,France President Round 1 of France,Elections;22;5;Electionsguide;;;Elections;4;
23/04/2017;Fête de la librairie;;6;3;;;;Littérature;;
23/04/2017;Marathon de Londres;;31;4;;;;Athlétisme;;
23/04/2017;10e anniversaire de la mort de Boris Eltsine (1931-2007);;25;3;;;;International;;
24/04/2017;Procès des parents de Bastien décédé dans une machine à laver;Du 24 au 28/04 - Procès des parents de Bastien décédé dans une machine à laver - Cour d'assises d'appel - Paris;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
24/04/2017;Fin des vacances de printemps- Zone B;;44;3;Kalendrier.com;;;Vacances;4;https://www.kalendrier.com/vacances-scolaires/2017-2018.html
24/04/2017;Fête musulmane de Lailat al Miraj (Al-Isra);;46;3;Kaendrier.com;;;Jours spéciaux;4;https://www.kalendrier.com/fetes-musulmanes.html
24/04/2017;"Tournois masculins de  Barcelone (ATP 500) et Budapest (ATP 250); tournois féminins de Stuttgart et Istanbul";Tournoi masculin de  Barcelona Open Banc Sabadell, Barcelone - ATP 500;39;3;Wikipedia;;;Tennis;4;Tournoi de Barcelona Open Banc Sabadell, Barcelone sur Terre (ext.)d'une dotation de 2 324 905 €
24/04/2017;1er anniversaire de la mort de Billy Paul;;7;3;;;;Musique;;
25/04/2017;Tour de Romandie;;34;3;;;;Cyclisme;4;
25/04/2017;Journée mondiale contre le paludisme;Journée mondiale contre le paludisme [OMS];29;3;ONU;;;Santé;4;
25/04/2017;Jugement de Robert Ménard pour incitation à la haine;Le 25/04 - Jugement de Robert Ménard pour incitation à la haine - Tribunal correctionnel - Paris;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
25/04/2017;Procès de Francis Heaulme pour le double meurtre de Montigny-lès-Metz;Du 25/04 au 18/05 - Procès de Francis Heaulme pour le double meurtre de Montigny-lès-Metz - Cour d'assises - Metz;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
25/04/2017;Fête nationale de l'Italie (fête de la libération);Fête de la libération.;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-99
25/04/2017;Sortie du jeu Outlast2sur PlayStation 4, Xbox One, Mac et PC;;5;3;;;;Jeux-vidéos;4;
26/04/2017;Journée mondiale de la propriété intellectuelle;Journée mondiale de la propriété intellectuelle [OMPI];26;3;ONU;;;Justice;4;
26/04/2017;Journée internationale de commémoration de la catastrophe de Tchernobyl;Journée internationale de commémoration de la catastrophe de Tchernobyl (A/71/L.28);23;3;ONU;;;Environnement;4;
26/04/2017;Fête nationale de la Tanzanie;;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-195
26/04/2017;Exposition cn,sacrée au photographe Walker Evants à Paris;;1;3;;;;Beaux-arts;4;
27/04/2017;Décision pour les deux supporters bastiais poursuivis pour violences;Le 27/04 - Décision pour les deux supporters bastiais poursuivis pour violences - Cour d'appel - Reims;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
27/04/2017;Procès de Robert Plant pour le meurtre d'une joggeuse;Les 27 et 28/04 - Procès de Robert Plant pour le meurtre d'une joggeuse - Cour d'assises - Nîmes;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
27/04/2017;Fête nationale de l'Afrique du Sud  (première élection démocratique en 1994);Première élection démocratique en 1994.;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-3
27/04/2017;Fête nationale des Pays-Bas (fête du Roi);Fête du Roi (si la fête tombe un dimanche, elle est avancée au samedi.);45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-158
27/04/2017;Fête nationale de la Sierra Leone (anniversaire de l'indépendance);Anniversaire de l'indépendance.;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-181
27/04/2017;Fête nationale du Togo (indépendance en 1957);Déclaration d'indépendance en 1957.;45;3;Wikipedia;;;Fêtes étrangères;4;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-200
27/04/2017;Concours Lépine (salon international des inventions);;14;5;;;;High-tech;4;
27/04/2017;Foire de Paris (Porte de Versailles);27/04-08/05 ▸ Foire de Paris, Paris Expo Porte de Versailles;1;5;Atout France;;;Beaux-arts;4;PDF
28/04/2017;Journée mondiale pour la sécurité et la santé au travail ;Journée mondiale pour la sécurité et la santé au travail ;29;3;ONU;;;Santé;4;
28/04/2017;Décision pour Arlette Ricci poursuivie pour fraude fiscale;Le 28/04 - Décision pour Arlette Ricci poursuivie pour fraude fiscale - Cour d'appel - Paris;26;3;PJ;;;Justice;4;http://www.pressejudiciaire.fr/10.html
28/04/2017;Sortie du jeu Little Nightmares  sur PlayStation 4, Xbox One et PC;;5;3;;;;Jeux-vidéos;4;
29/04/2017;Journée du souvenir dédiée à toutes les victimes de la guerre chimique;Journée du souvenir dédiée à toutes les victimes de la guerre chimique (OPCW C-10/5);25;3;ONU;;;International;4;
29/04/2017;Grands jeux romains dans les Arènes de Nîmes;;24;3;;;;Histoire;4;http://www.france-voyage.com/evenements/
29/04/2017;35ème journée du championnat de France;;35;4;;;;Football;4;
30/04/2017;Journée internationale du jazz;Journée internationale du jazz (UNESCO 36 C/Résolution 39);7;3;ONU;;;Musique;4;
30/04/2017;Grand Prix de Russie de F1;;32;3;;;;Auto-moto;4;
01/05/2017;Fête nationale des  Îles Marshall (fête de la Constitution de 1979);Fête de la Constitution de 1979.;45;3;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-129
01/05/2017;Fête du travail;;41;5;Kalendrier.com;;;Jours fériés;5;https://www.kalendrier.com/jours-feries/2017.html
01/05/2017;Début des festivités du mois de mai pour le 500e anniversaire de la naissance du Havre.;Le Havre 2017: célébration du 500e anniversaire de la naissance du Havre;24;3;Atout France;;;Histoire;5;PDF
01/05/2017;Tournois masculins d'Estoril (ATP 250), Istanbul (ATP 250) et Munich (ATP 250), tournois féminins de Rabat et Prague;Tournoi masculin de  Millennium Estoril Open, Estoril - ATP 250;39;3;Wikipedia;;;Tennis;5;Tournoi de Millennium Estoril Open, Estoril sur Terre (ext.)d'une dotation de 482 060 €
02/05/2017;Journée mondiale du thon;Journée mondiale du thon (A/RES/71/124);23;3;ONU;;;Environnement;5;
02/05/2017;Procès de plusieurs médias pour la publication de photos de Kate Midleton;Le 2/05 - Procès de plusieurs médias pour la publication de photos de Kate Midleton - Tribunal correctionnel - Nanterre;26;3;PJ;;;Justice;5;http://www.pressejudiciaire.fr/10.html
02/05/2017;Fin des vacances de printemps- Zone A;;44;3;Kalendrier.com;;;Vacances;5;https://www.kalendrier.com/vacances-scolaires/2017-2018.html
02/05/2017;Festival Terre de Blues à Marie Galante (Guadeloupe);02-05 ▸Festival Terre de Blues à Marie Galante, Guadeloupe;7;3;Atout France;;;Musique;5;PDF
02/05/2017;Festival du Design' Days à Paris;;1;3;;;;Beaux-arts;5;http://www.france-voyage.com/evenements/
03/05/2017;Journée mondiale de la liberté de la presse;Journée mondiale de la liberté de la presse (UNESCO 26 C/Résolution 4.3);17;3;ONU;;;Médias;5;
03/05/2017;Fête nationale d'israël (indépendance selon l'ONU);3 mai, jour de l'Indépendance selon l'ONU2;45;3;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-97
03/05/2017;Fête nationale de la Pologne (proclamation de la Constitution polonaise du 3 mai 1791);Proclamation de la Constitution polonaise du 3 mai 1791;45;4;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-161
03/05/2017;Salon des métiers d’art et création au Grand Palais à Paris;03-08 ▸ Salon révélation biennale internationale métiers d’art et création au Grand Palais, Paris;1;2;Atout France;;;Beaux-arts;5;PDF
03/05/2017;Demi-finales aller de la Champions' League;;35;5;;;;Football;5;
04/05/2017;Elections législatives en Algérie;04 05 2017,National People's Assembly 2017 of Algeria,Elections;22;5;Electionsguide;;;Elections;5;
05/05/2017;Début des Mondiaux de hockey sur glace à Paris et Cologne;5 au 21 mai, Mondiaux à Paris et Cologne;38;2;Le Parisien;;;Sports;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
06/05/2017;26e et dernière journée du championnat de France;6 mai, 26e journée de la phase aller;37;3;Le Parisien;;;Rugby;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
06/05/2017;Eléctions législatives à Niue;06 05 2017,Niue Assembly 2017 of Niue,Elections;22;3;Electionsguide;;;Elections;5;
06/05/2017;35ème journée du championnat de France;;35;1;;;;Football;5;
07/05/2017;Tournois masculin (Masters 1000) et féminin de Madrid;Tournoi masculin de  Mutua Madrid Open, Madrid - Masters 1000;39;2;Wikipedia;;;Tennis;5;Tournoi de Mutua Madrid Open, Madrid sur Terre (ext.)d'une dotation de 5 439 350 €
07/05/2017;Elections présidentielles en France - deuxième tour;;28;4;;;;Politique;5;
08/05/2017;Journées du souvenir et de la réconciliation en l'honneur des morts de la Seconde Guerre mondiale (avec le 9 mai);Journées du souvenir et de la réconciliation en l'honneur des morts de la Seconde Guerre mondiale (A/RES/59/26);24;5;ONU;;;Histoire;5;
08/05/2017;Célébration de la victoire de 1945;;41;5;Kalendrier.com;;;Jours fériés;5;https://www.kalendrier.com/jours-feries/2017.html
09/05/2017;Journée de l'Europe, célébration de la déclaration de Robert Schuman;Journée de l'Europe, célébration de la déclaration de Robert Schuman.;45;5;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-217
09/05/2017;Elections présidentielles en Corée du Sud;09 05 2017,South Korea President of South Korea,Elections;22;5;Electionsguide;;;Elections;5;
10/05/2017;Journée mondiale des oiseaux migrateurs;Journée mondiale des oiseaux migrateurs [PNUE];23;4;ONU;;;Environnement;5;
10/05/2017;Demi-finales retour de la Champions' League;;35;3;;;;Football;5;
11/05/2017;Procès de Securitas pour le licenciement abusif de 4 agents de sécurité ;Le 11/05 - Procès de Securitas pour le licenciement abusif de 4 agents de sécurité - Conseil des prud'hommes - Bobigny;26;5;PJ;;;Justice;5;http://www.pressejudiciaire.fr/10.html
11/05/2017;Procès d'un responsable des Restos du Coeur de Pantin pour une fausse agression;Le 11/05 - Procès d'un responsable des Restos du Coeur de Pantin pour une fausse agression - Tribunal correctionnel - Bobigny;26;3;PJ;;;Justice;5;http://www.pressejudiciaire.fr/10.html
12/05/2017;Fête musulmane de Laylat ul Bara'ah (fête musulmane);;46;3;Kaendrier.com;;;Jours spéciaux;5;https://www.kalendrier.com/fetes-musulmanes.html
13/05/2017;Coupe d'Europe, Finale à Edimbourg;13 mai, Finale à Edimbourg;37;1;Le Parisien;;;Rugby;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
13/05/2017;Concours Eurovision de la chanson 2017;;7;4;NTC;;;Musique;5;-
14/05/2017;Fête nationale d'Israël (proclamation de l'État d'Israël le 14 mai 1948;Proclamation de l'État d'Israël le 14 mai 1948 (5 Iyar 5708).;45;5;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-96
14/05/2017;Fête juive de Lag Ba'omer;;46;3;Kaendrier.com;;;Jours spéciaux;5;https://www.kalendrier.com/fetes-juives.html
14/05/2017;Tournois masculin (Masters 1000) et féminin de Rome;Tournoi masculin de  Internazionali BNL d'Italia, Rome - Masters 1000;39;1;Wikipedia;;;Tennis;5;Tournoi de Internazionali BNL d'Italia, Rome sur Terre (ext.)d'une dotation de 4 273 775 €
14/05/2017;37ème et avant-dernière journée du championnat de France (Saint-Etienne-PSG, Monaco-Lille, Nice-Angers, Bordeaux-Marseille, Montpellier-Lyon...);;35;4;;;;Football;5;
15/05/2017;Journée internationale des familles;Journée internationale des familles (A/RES/47/237);21;4;ONU;;;Diversité;5;
15/05/2017;Fête nationale du Paraguay (fête de l'indépendance en 1811);Fête de l'indépendance (1811).;45;3;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-157
16/05/2017;Dernière journée du championnat de France Pro A;16 mai, Dernière journée de Pro A;33;2;Le Parisien;;;Basket;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
17/05/2017;Journée mondiale des télécommunications et de la société de l'information;Journée mondiale des télécommunications et de la société de l'information (A/RES/60/252);14;4;ONU;;;High-tech;5;
17/05/2017;Procès du sénateur Philippe Kaltenbach pour corruption;Le 17/05 - Procès du sénateur Philippe Kaltenbach pour corruption - Cour d'appel - Versailles;26;2;PJ;;;Justice;5;http://www.pressejudiciaire.fr/10.html
17/05/2017;Fête nationale de la Norvège (fête de la Constitution en 1814);Fête de la Constitution (1814).;45;3;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-146
17/05/2017;Festival de Cannes;17-28 ▸Cinéma : Festival de Cannes + marché du Film |;2;2;Atout France;;;Cinéma;5;PDF
17/05/2017;Salon du Marché du film à Cannes;17-28 ▸ Salon Marché du film, Cannes;2;4;Atout France;;;Cinéma;5;PDF
18/05/2017;Fête nationale de Haïti (création du drapeau nationale par Catherine Flon en 1803);Création du drapeau nationale par Catherine Flon en 1803;45;4;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-86
18/05/2017;Exposition Monumenta au Grand Palais à Paris;18-21 ▸Exposition Monumenta, Grand Palais, Paris;1;2;Atout France;;;Beaux-arts;5;PDF
19/05/2017;Final Four de l’Euroligue;19 au 21 mai, Final Four de l’Euroligue;33;4;Le Parisien;;;Basket;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
19/05/2017;Fête des Voisins;;46;4;Kaendrier.com;;;Jours spéciaux;5;https://www.kalendrier.com/fetes-civiles.html
19/05/2017;Elections présidentielles en Iran;19 05 2017,President of Iran,Elections;22;5;Electionsguide;;;Elections;5;
20/05/2017;Journée du Vesak - jour sacré pour la communauté bouddhiste;Journée du Vesak (A/RES/54/115);45;4;ONU;;;Fêtes étrangères;5;
20/05/2017;Second barrage - quarts de finale du championnat de France;20 et 21 mai, Barrages quarts de finale;37;4;Le Parisien;;;Rugby;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
20/05/2017;Dernière journée du championnat de France;Dernière journée (38e) 20 mai;35;3;Le Parisien;;;Football;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
20/05/2017;E-Prix de Paris;20 mai, E-Prix de Paris;32;3;Le Parisien;;;Auto-moto;5;http://www.leparisien.fr/sports/calendrier-sportif-02-01-2017-6514680.php
20/05/2017;Fête nationale du Cameroun (référendum sur la fin du système fédéral le 20 mai 1972, mais le pays a eu son indépendance le 1er janvier 1960);Référendum sur la fin du système fédéral le 20 mai 1972. Mais le pays a eu son indépendance le 1er janvier 1960. Sa devise: Paix-Travail-Patrie;45;3;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-37
20/05/2017;Fête nationale du Timor oriental (indépendance vis-à-vis de l'Indonésie en 2002);Indépendance vis-à-vis de l'Indonésie en 2002.;45;2;Wikipedia;;;Fêtes étrangères;5;https://fr.wikipedia.org/wiki/Liste_de_f%C3%AAtes_nationales#cite_note-ONU-199
